STATUS | wrapper  | 2014/11/06 10:08:59 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/11/06 10:08:59 | Launching a JVM...
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue70
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue126
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue74
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue68
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue68
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue77
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue72
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue64
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue66
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue61
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue65
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue68
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue66
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue94
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue89
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue81
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue61
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue82
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue63
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue61
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue160
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue70
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue65
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue80
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue66
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue77
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue62
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue70
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue121
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue68
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue62
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue112
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue62
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue69
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue77
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue87
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue74
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue64
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue69
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue62
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue61
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue67
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue56
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue64
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue103
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue67
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue73
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue81
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue57
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue69
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue102
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue60
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue74
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue64
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue62
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue83
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue54
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue67
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue71
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue53
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue73
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue59
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue55
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
2014.11.17 22:57:25 INFO  g.BoxGenerator  Colorvalue58
INFO   | jvm 1    | 2014/11/17 22:57:25 | 0.0
INFO   | jvm 1    | 2014/11/17 22:57:25 | 750.0
INFO   | jvm 1    | 2014/11/17 22:57:25 | 0.0
INFO   | jvm 1    | 2014/11/17 22:57:25 | 50.0
INFO   | jvm 1    | 2014/11/17 22:57:25 | 0.0
INFO   | jvm 1    | 2014/11/17 22:57:25 | 0.0
STATUS | wrapper  | 2014/11/17 23:01:15 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2014/11/17 23:01:16 | 2014-11-17 23:01:16.653:INFO:oejs.Server:Graceful shutdown SelectChannelConnector@0.0.0.0:9000
INFO   | jvm 1    | 2014/11/17 23:01:16 | 2014-11-17 23:01:16.654:INFO:oejs.Server:Graceful shutdown o.e.j.w.WebAppContext{/,file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/},file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server
2014.11.17 23:01:17 INFO  org.sonar.INFO  Stop sonar...
2014.11.17 23:01:17 INFO  o.s.s.n.NotificationService  Notification service stopped
2014.11.17 23:01:17 INFO  org.sonar.INFO  Stop sonar done: 5 ms
INFO   | jvm 1    | 2014/11/17 23:01:17 | 2014-11-17 23:01:17.690:INFO:oejsh.ContextHandler:stopped o.e.j.w.WebAppContext{/,file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/},file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server
STATUS | wrapper  | 2014/11/17 23:01:17 | <-- Wrapper Stopped
STATUS | wrapper  | 2014/11/17 23:01:52 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2014/11/17 23:01:52 | Launching a JVM...
INFO   | jvm 1    | 2014/11/17 23:01:52 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2014/11/17 23:01:52 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2014/11/17 23:01:52 | 
INFO   | jvm 1    | 2014/11/17 23:01:52 | 2014-11-17 23:01:52.787:INFO:oejs.Server:jetty-7.6.11.v20130520
2014.11.17 23:01:54 INFO  o.s.s.p.ServerImpl  SonarQube Server / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:54 INFO  o.s.c.p.Database  Create JDBC datasource for jdbc:mysql://localhost:3306/sonar?useUnicode=true&characterEncoding=utf8&rewriteBatchedStatements=true
2014.11.17 23:01:55 INFO  o.s.s.p.DefaultServerFileSystem  SonarQube home: /home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4
2014.11.17 23:01:55 INFO  o.s.s.p.DefaultServerFileSystem  Deploy dir: /home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/deploy
2014.11.17 23:01:55 INFO  org.sonar.INFO  Install plugins...
2014.11.17 23:01:55 INFO  o.s.s.p.PluginDeployer  Deploy plugin Findbugs / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin JaCoCo / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin English Pack / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Maven Batch Plugin / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Surefire / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Duplications / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Checkstyle / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin PMD / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Java / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Core / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Polymorphic Views / 1.0-SNAPSHOT
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Database Cleaner / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Squid for Java / 1.3 / 4d7d78e9340e39f53bbf202ed16d1253e6507c36
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Design / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  o.s.s.p.PluginDeployer  Deploy plugin Email notifications / 3.7.4 / d25bc0e2a151ba7374f72ce7b1e7ee547ccb8a9f
2014.11.17 23:01:56 INFO  org.sonar.INFO  Install plugins done: 113 ms
2014.11.17 23:01:56 INFO  o.s.s.p.ApplicationDeployer  Deploy Ruby on Rails applications
2014.11.17 23:01:56 INFO  org.sonar.INFO  Start components...
2014.11.17 23:01:56 INFO  o.s.j.s.AbstractDatabaseConnector  Initializing Hibernate
2014.11.17 23:01:57 INFO  o.s.s.p.UpdateCenterClient  Update center: http://update.sonarsource.org/update-center.properties (no proxy)
2014.11.17 23:01:57 INFO  o.s.s.n.NotificationService  Notification service started (delay 60 sec.)
2014.11.17 23:01:57 INFO  org.sonar.INFO  Deploy GWT plugins...
2014.11.17 23:01:57 INFO  org.sonar.INFO  Deploy org.sonar.plugins.design.ui.libraries.LibrariesPage to /home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/deploy/gwt
2014.11.17 23:01:57 INFO  org.sonar.INFO  Deploy org.sonar.plugins.design.ui.page.DesignPage to /home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/deploy/gwt
2014.11.17 23:01:57 INFO  org.sonar.INFO  Deploy GWT plugins done: 31 ms
2014.11.17 23:01:57 INFO  org.sonar.INFO  Load metrics...
2014.11.17 23:01:58 INFO  o.s.s.s.RegisterMetrics  cleaning alert thresholds...
2014.11.17 23:01:58 INFO  org.sonar.INFO  Load metrics done: 394 ms
2014.11.17 23:01:58 INFO  org.sonar.INFO  Register rules [findbugs/java]...
2014.11.17 23:01:59 INFO  org.sonar.INFO  Register rules [findbugs/java] done: 656 ms
2014.11.17 23:01:59 INFO  org.sonar.INFO  Register rules [checkstyle/java]...
2014.11.17 23:01:59 INFO  org.sonar.INFO  Register rules [checkstyle/java] done: 396 ms
2014.11.17 23:01:59 INFO  org.sonar.INFO  Register rules [pmd/java]...
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [pmd/java] done: 541 ms
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [pmd-unit-tests/java]...
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [pmd-unit-tests/java] done: 28 ms
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [squid/java]...
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [squid/java] done: 143 ms
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [common-java/java]...
2014.11.17 23:02:00 INFO  org.sonar.INFO  Register rules [common-java/java] done: 8 ms
2014.11.17 23:02:00 INFO  o.s.s.s.RegisterRules  Removing deprecated rules
2014.11.17 23:02:00 INFO  o.s.s.s.RegisterNewProfiles  Register Quality Profiles...
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterNewProfiles  Register Quality Profiles done: 2301 ms
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterQualityModels  Register Quality Models...
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterQualityModels  Register Quality Models done: 0 ms
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterNewMeasureFilters  Register measure filters...
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterNewMeasureFilters  Register measure filters done: 6 ms
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterNewDashboards  Register dashboards...
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterNewDashboards  Register dashboards done: 19 ms
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterPermissionTemplates  Register permission templates...
2014.11.17 23:02:03 INFO  o.s.s.s.RegisterPermissionTemplates  Register permission templates done: 3 ms
2014.11.17 23:02:03 INFO  o.s.s.s.RenameDeprecatedPropertyKeys  Rename deprecated property keys
2014.11.17 23:02:03 INFO  org.sonar.INFO  Start components done: 7282 ms
2014.11.17 23:02:03 INFO  jruby.rack  jruby 1.6.8 (ruby-1.8.7-p357) (2012-09-18 1772b40) (OpenJDK 64-Bit Server VM 1.7.0_65) [linux-amd64-java]
2014.11.17 23:02:03 INFO  jruby.rack  using a shared (threadsafe!) runtime
INFO   | jvm 1    | 2014/11/17 23:02:07 | JRuby limited openssl loaded. http://jruby.org/openssl
INFO   | jvm 1    | 2014/11/17 23:02:07 | gem install jruby-openssl for full support.
INFO   | jvm 1    | 2014/11/17 23:02:12 | 2014-11-17 23:02:12.878:INFO:oejsh.ContextHandler:started o.e.j.w.WebAppContext{/,file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server/},file:/home/wout/Desktop/GitHub/OSS_1415/sonar-3.7.4/war/sonar-server
INFO   | jvm 1    | 2014/11/17 23:02:12 | 2014-11-17 23:02:12.937:INFO:oejs.AbstractConnector:Started SelectChannelConnector@0.0.0.0:9000
2014.11.17 23:02:13 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:13 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:13 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:13 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:13 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:14 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:02:14 INFO  b.k.c.o.p.p.PolymorphicViewsChart  PolymorphicViewsChart generateImage() called!
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue64
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue61
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue52
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue85
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue70
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue51
2014.11.17 23:03:04 INFO  g.BoxGenerator  Colorvalue54
